"UB-6041 (CasD182)","UB-6038 (CasD183)","UB-4960 (BuD391B)","UB-4959 (BuD391A)","UB-4511 (EH090)","UB-4512 (EH091)","MelSG077","UB-4885 (MelSG078)","UB-4884 (MelSG079)","UB-4882 (MelSG080)","UB-6476 (BuD339)","UB-4734 (MH105c)","UB-4732 (MH094)","UB-4890 (MelSG075)","UB-4728 (MH064)","UB-4733 (MH095)","UB-6473 (BuD250)","UB-4735 (Ber022)","UB-4739 (Ber134/1)","UB-4836 (WG27)","UB-6472 (BuD222)","UB-6037 (CasD134)","UB-4888 (MelSG089)","UB-6040 (CasD053)","UB-4707 (EH079)","UB-6035 (CasD096)","UB-4975 (AstCli12)","UB-4984 (Lec018)","UB-4835 (ApD134)","UB-4729 (MH068)","UB-6034 (CasD120)","UB-4705 (WHes123)","UB-6033 (WHes113)","UB-4709 (EH014)","UB-4708 (EH083)","UB-5208 (ApD107)","UB-4077 (But4275)","UB-4965 (ApD117)","UB-4889 (MelSG069)","UB-4963 (SPTip208)","UB-6032 (SPTip073)","UB-6036 (CasD013)","UB-4887 (MelSG082)","UB-4964 (Cod30)","UB-4883 (MelSG095)","UB-4042 (But1674)","UB-4552 (MaDE3)","UB-4507 (Lec187)","UB-4706 (WHes118)","UB-4502 (Lec138)","UB-4504 (Lec179)","UB-4910 (BloodH22)","UB-4506 (Lec172/2)","MaDE1 & E2","UB-4554 (MaDF2)","UB-4549 (MaDC7)","UB-4553 (MaDD10)","UB-6042 (CasD088)","UB-4501 (Lec014)","UB-4503 (Lec148)","SUERC-51539 (ERL G353)","SUERC-51548 (ERL G210)","SUERC-51553 (ERL G116)","SUERC-39108 ERLK G322","SUERC-39109 ERL G362","SUERC-39112 ERL G405","SUERC-51560 ERL G038","SUERC-39091 (ERL G003)","SUERC-39092 (ERL G005)","SUERC-39113 (ERL G417)","SUERC-51549 (ERL G195)","SUERC-51543 (ERL G281)","SUERC-51551 (ERL G193)","SUERC-51552 (ERL G107)","SUERC-39100 (ERL G266)","SUERC-51550 (ERL G254)","SUERC-39096 (ERL G112)"
565.942,626.184,531.466,607.305,556.375,663.335,600.806,626.576,655.131,667.959,538.114,537.901,574.935,550.456,606.13,530.989,537.521,535.991,537.854,548.742,548.318,544.973,559.543,559.69,557.332,566.207,573.757,551.939,599.372,593.205,563.65,595.799,607.087,565.44,560.606,566.89,565.958,597.213,611.366,623.175,625.552,606.335,628.925,642.759,619.169,637.166,649.078,651.465,621.604,649.348,653.457,657.029,657.425,663.521,666.205,660.32,666.907,664.471,665.76,663.341,595.492,666.977,659.278,528.792,540.53,543.823,559.251,530.218,529.27,559.052,625.676,582.591,642.584,635.188,586.585,611.206,632.171
563.747,612.12,535.024,602.981,571.276,667.296,598.582,601.462,629.622,642.689,537.142,536.429,545.856,548.264,556.428,533.912,537.793,547.525,535.195,568.776,538.644,549.749,552.296,556.639,570.61,561.885,561.563,574.997,567.145,560.613,577.62,554.683,588.342,570.008,595.898,582.59,579.139,643.237,618.809,643.361,620.753,601.518,613.432,649.974,647.201,646.499,652.589,625.855,647.584,649.654,656.054,642.83,662.699,665.677,667.408,664.385,671.618,668.585,666.702,658.986,592.89,663.49,650.868,538.23,532.111,537.18,569.319,535.051,535.867,552.672,589.301,586.159,615.415,642.409,571.189,579.67,638.39
573.951,611.836,526.628,650.889,558.165,667.253,596.539,607.423,642.355,644.9,542.197,537.664,570.72,541.482,613.11,531.314,530.182,544.265,562.047,536.356,541.906,551.49,557.65,542.213,560.519,571.858,575.822,575.859,582.114,561.103,575.184,589.197,594.591,610.05,552.143,569.485,595.739,583.49,593.861,608.479,647.918,645.91,648.581,632.512,614.807,634.979,666.554,654.189,643.818,654.358,622.345,655.961,658.907,658.871,665.968,664.173,658.283,664.443,666.081,664.221,580.432,660.155,661.54,540.05,544.684,536.264,540.698,544.061,528.831,549.87,567.807,595.033,612.912,604.565,552.438,649.108,586.709
582.409,627.126,532.332,635.192,553.321,653.497,558.032,578.551,646.13,655.188,542.293,529.603,548.084,531.045,554.638,540.64,549.288,536.081,563.095,528.792,544.352,570.518,563.131,553.003,595.346,567.925,576.788,562.761,557.379,599.609,586.485,567.227,585.917,583.419,586.431,612.926,577.958,601.636,603.047,643.66,607.638,644.532,620.409,633.035,626.763,638.286,660.359,642.093,651.331,651.675,650.786,656.122,660.522,657.829,660.883,670.502,669.418,674.317,667.035,673.72,608.319,658.318,654.062,531.028,542.949,539.329,539.958,528.754,529.733,567.11,567.551,557.23,644.752,628.793,599.021,633.631,605.534
560.243,591.24,530.361,637.843,571.618,652.553,591.396,607.008,644.953,654.254,545.977,525.153,549.893,538.678,575.46,540.376,537.585,542.785,546.951,550.926,550.535,594.442,547.137,555.465,550.485,564.229,554.586,599.201,562.981,593.323,582.252,592.381,592.796,560.606,603.66,603.059,578.335,579.038,617.958,638.799,607.527,623.527,635.133,630.824,632.746,643.02,621.189,651.748,638.123,640.151,652.395,651.436,660.063,666.288,660.653,653.34,666.561,667.721,670.288,667.658,605.325,662.89,654.507,546.409,532.287,541.147,573.133,535.63,534.809,579.864,572.34,580.517,636.543,632.842,580.868,631.911,580.213
562.368,584.894,528.277,613.567,620.529,662.916,546.917,570.438,631.316,648.58,527.256,533.125,549.027,566.379,552.484,541.182,557.119,547.289,567.561,548.691,544.352,552.362,540.488,546.63,552.326,580.649,558.392,564.958,599.603,565.984,642.848,574.282,589.889,581.856,589.985,563.62,613.295,554.75,627.02,637.861,632.117,627.384,613.366,638.94,619.798,619.535,652.055,620.826,629.42,637.643,658.198,658.545,655.599,648.535,665.548,661.487,655.397,666.616,667.452,664.772,598.844,657.589,652.348,538.729,539.969,547.281,552.716,530.52,534.121,537.209,571.974,554.381,585.282,626.294,569.098,653.855,610.907
561.888,621.69,524.043,620.913,558.069,653.338,572.002,574.823,614.62,663.74,529.094,543.093,545.117,533.128,586.724,524.649,529.018,552.141,536.125,533.28,568.689,562.413,551.061,550.539,545.924,561.279,566.913,559.692,574.286,559.641,562.539,568.344,549.55,596.3,575.488,581.393,636.77,614.832,594.391,650.226,636.268,624.024,586.062,652.117,653.316,647.654,654.524,659.556,620.793,640.94,654.941,649.562,660.322,666.002,660.547,666.877,661.159,663.448,659.658,666.825,583.857,667.306,652.509,525.842,552.215,562.653,543.686,530.207,544.452,597.557,570.957,553.681,606.078,612.696,560.23,652.738,592.922
565.547,629.671,530.784,626.553,553.06,656.83,575.806,606.056,630.412,651.547,541.871,534.256,550.108,547.877,581.941,530.313,524.484,540.185,539.894,535.86,547.063,573.063,543.563,548.323,565.783,566.497,572.937,585.017,583.911,553.2,559.012,604.675,570.107,556.101,573.393,621.702,564.597,587.432,618.692,618.132,640.741,587.132,650.392,629.709,627.676,639.946,648.65,607.24,637.301,650.479,650.891,650.341,666.058,648.19,668.279,663.2,667.991,667.813,662.424,662.859,602.393,666.819,659.131,524.721,544.442,550.507,538.03,525.245,530.356,576.916,593.23,592.946,613.398,640.954,577.626,657.359,605.304
555.528,652.385,523.314,648.478,575.564,659.557,594.212,608.071,637.356,654.48,528.197,521.554,536.168,550.745,568.143,543.046,544.792,543.5,537.248,532.154,545.62,543.352,551.624,553.116,547.252,560.347,565.308,555.802,540.053,574.709,555.611,566.857,585.352,591.091,598.286,579.663,610.357,569.283,590.818,640.435,634.952,645.835,618.798,645.409,649.489,650.471,657.464,633.485,625.282,646.797,651.784,653.778,654.897,656.421,666.991,665.986,668.132,670.055,663.127,667.531,607.918,661.76,656.485,547.128,538.876,532.554,548.051,530.588,532.675,573.519,598.486,620.72,628.181,626,593.519,646.173,627.532
554.999,601.59,528.934,620.764,591.391,667.606,579.412,603.65,632.482,656.186,529.469,533.424,538.007,560.767,583.313,532.592,542.826,523.693,530.502,534.142,537.771,548.981,546.854,563.864,549.094,554.405,588.211,566.649,600.552,600.708,589.744,587.742,593.707,589.705,557.24,556.768,589.4,578.069,591.178,610.094,615.037,612.686,638.195,641.631,634.429,649.142,659.969,629.993,650.02,649.333,620.503,655.737,657.467,656.396,671.429,660.076,665.772,671.716,655.295,673.266,603.169,669.572,665.315,536.11,532.005,527.13,531.695,536.501,530.129,558.838,576.953,589.793,621.122,654.968,587.732,632.336,629.02
562.917,641.421,539.126,626.86,556.936,663.192,555.731,591.221,619.979,641.424,545.437,548.741,542.592,570.513,580.861,545.872,540.461,559.371,528.204,530.205,540.722,556.475,541.129,545.254,553.942,547.822,573.783,568.391,566.899,608.84,575.53,567.983,569.248,557.028,602.654,592.538,627.556,584.91,586.411,646.843,617.715,621.371,649.357,648.435,632.333,632.602,657.054,649.573,653.973,613.244,661.801,663.297,659.705,659.159,651.904,671.094,669.899,657.097,658.41,669.283,617.062,657.849,665.563,535.955,537.247,535.073,546.301,531.95,523.785,547.649,572.404,588.929,613.427,649.963,580.076,636.973,634.65
557.332,588.116,522.172,634.912,580.257,674.291,573.098,608.946,652.664,658.313,534.108,532.445,554.175,539.777,580.156,537.277,544.572,538.914,540.759,544.575,540.158,549.972,542.55,550.567,563.854,601.545,562.662,586.246,570.904,594.027,561.754,552.833,574.673,598.911,577.35,601.59,624.984,581.432,616.255,629.57,620.176,613.433,654.026,643.695,588.767,654.264,661.08,652.427,642.284,649.338,655.4,663.914,668.642,655.694,662.69,676.585,672.016,664.522,666.22,664.982,620.554,663.085,659.454,538.912,537.939,540.082,546.08,534.333,536.291,540.013,581.995,568.653,597.366,608.417,575.635,645.933,600.4
555.588,613.638,536.108,650.08,568.752,655.967,561.4,564.598,650.496,654.944,527.862,539.073,557.397,539.86,569.508,528.233,540.974,546.75,527.069,539.722,540.513,539.95,551.599,574.042,560.141,568.318,597.207,551.641,556.249,571.036,558.029,578.78,575.668,596.989,600.382,582.211,581.968,602.933,597.09,628.629,613.097,603.505,628.957,629.195,616.997,595.694,655.668,625.254,627.144,653.128,661.305,653.714,653.947,662.214,655.798,671.513,663.432,667.351,659.05,670.215,618.632,670.29,656.362,537.194,537.384,530.49,541.004,527.763,531.933,548.16,589.56,626.836,608.895,602.848,616.068,648.464,602.113
549.593,613.689,537.483,604.584,590.477,659.909,587.849,606.386,637.354,648.115,533.172,535.78,551.931,552.255,571.139,527.919,539.074,544.661,531.621,537.451,563.846,551.136,547.526,554.87,556.919,561.243,553.846,576.178,558.269,555.378,585.453,580.822,575.205,579.64,599.994,586.866,616.032,557.103,595.169,647.28,603.38,620.157,634.63,645.751,639.364,635.863,654.798,635.257,642.037,609.971,659.093,655.879,662.476,663.316,665.811,670.18,658.947,661.807,671.134,668.358,585.101,667.617,657.941,535.584,538.135,537.317,549.626,535.775,534.171,555.799,594.354,596.76,591.074,622.6,602.395,654.142,593.059
569.444,617.261,528.793,642.145,558.038,657.93,570.89,587.963,644.46,658.506,535.389,533.417,531.861,584.014,595.829,529.752,533.451,548.865,550.472,539.925,540.122,557.569,544.793,565.108,576.592,587.124,566.742,562.907,568.517,549.994,587.69,603.654,608.545,577.589,594.862,584.659,610.133,581.611,596.02,645.425,641.017,621.579,646.865,636.973,652.189,637.788,653.446,659.902,652.872,638.245,661.037,659.046,666.644,653.967,669.5,674.034,662.704,667.021,670.078,658.524,621.369,672.622,654.154,539.056,538.861,544.548,536.538,529.503,531.86,561.776,583.872,572.094,633.659,625.466,605.79,618.843,650.608
572.839,621.165,526.841,617.694,578.833,661.359,577.166,597.91,633.673,659.156,544.233,529.377,542.908,540.214,591.687,531.727,540.2,537.058,535.381,539.927,544.281,561.588,565.317,566.408,579.839,586.951,572.693,563.382,599.797,624.232,565.84,560.58,567.364,584.924,619.179,592.466,602.876,616.545,580.189,641.35,608.855,619.766,651.216,645.65,623.451,604.616,650.414,644.19,634.036,657.935,654.34,664.597,667.145,669.213,667.492,665.947,654.651,661.877,660.203,673.698,601.207,651.239,653.223,531.624,543.302,535.362,542.564,532.069,532.49,582.8,577.347,595.498,611.46,611.185,583.621,634.756,609.078
570.119,603.675,529.533,615.673,553.765,656.723,585.342,608.05,613.368,634.936,533.93,535.018,533.927,543.207,604.016,543.826,554.133,550.385,541.869,545.856,563.093,554.803,568.88,564.431,556.039,565.742,567.71,557.176,597.335,582.653,562.487,568.989,601.83,578.209,602.893,586.797,567.557,633.971,619.969,588.823,628.469,613.246,621.862,641.126,600.348,648.452,649.039,633.34,629.442,651.203,661.68,658.554,657.968,649.067,672.406,667.236,668.239,657.552,669.593,672.191,602.867,657.63,654.282,543.952,532.201,529.679,543.607,529.465,537.91,543.909,573.841,598.107,615.909,631.212,577.065,639.507,588.586
565.341,611.51,534.347,603.094,571.075,652.034,572.867,609.528,656.077,663.501,537.909,543.842,546.536,547.312,569.796,545.184,555.008,552.858,540.765,570.018,565.596,548.112,552.517,548.923,565.162,592.123,555.799,553.511,590.53,563.752,575.745,586.115,556.77,557.171,581.406,602.208,604.925,587.009,581.974,628.756,622.062,632.588,642.371,646.521,622.539,629.052,658.537,606.337,638.71,623.567,650.873,656.385,659.421,659.131,663.364,667.084,664.189,669.832,670.805,663.171,578.038,670.254,658.482,536.524,536.413,547.882,540.669,534.387,541.196,571.102,604.231,570.349,615.527,637.592,595.327,650.509,605.456
550.375,602.577,535.091,647.753,557.002,653.165,592.56,618.236,636.815,641.636,539.607,529.563,538.565,580.596,557.934,531.477,546.185,531.768,547.338,559.841,543.209,537.876,543.49,549.942,551.315,579.532,564.86,558.445,551.618,575.572,575.307,560.222,556.395,573.459,555.195,567.453,598.024,644.284,587.123,631.36,644.783,639.961,619.902,638.893,641.08,640.72,664.585,640.601,631.506,649.301,667.614,654.418,656.41,651.186,662.462,667.104,663.383,663.579,666.065,667.863,599.553,656.769,663.116,533.189,531.321,537.02,552.041,531.378,531.068,569.792,617.235,622.67,585.809,603.918,602.576,649.696,611.279
568.19,608.208,540.602,624.156,566.86,660.043,583.635,583.935,614.99,652.936,534.656,534.362,545.925,551.821,603.609,532.738,553.848,547.908,549.261,529.528,561.343,548.174,551.285,552.562,545.577,590.422,567.887,575.759,569.551,552.189,562.841,573.895,603.681,575.333,586.018,578.781,587.162,613.788,605.966,627.558,631.805,642.047,637.347,637.915,652.033,606.182,647.618,647.96,637.292,648.488,652.398,652.062,659.437,658.052,656.845,655.979,663.193,662.751,664.418,671.665,580.798,667.603,664.345,534.954,544.411,538.78,543.758,536.774,530.972,557.085,569.305,595.33,618.786,610.768,570.008,619.107,593.795
555.425,606.151,539.74,633.597,574.719,664.132,586.01,601.112,637.273,645.402,532.275,550.653,549.166,535.451,581.815,532.51,552.677,546.916,554.451,537.756,544.053,559.11,543.365,535.805,550.04,562.317,553.132,594.578,564.233,583.179,570.419,563.633,585.633,577.588,584.391,575.322,550.214,558.87,614.807,629.441,649.745,644.226,621.732,648.491,610.138,639.999,656.097,629.651,658.382,628.014,613.438,663.784,663.34,660.095,666.094,667.952,667.861,666.361,654.452,670.061,609.961,660.128,626.233,544.712,533.847,547.057,542.266,535.299,534.172,561.496,572.84,589.733,618.067,620.22,613.41,624.144,624.672
556.605,607.719,533.327,637.265,583.228,661.941,590.696,639.688,643.58,658.849,538.961,534.79,539.424,589.273,544.594,534.651,546.844,558.528,546.496,541.182,546.099,547.113,555.914,570.162,554.854,569.542,558.664,550.554,600.372,589.459,552.897,598.067,586.146,608.305,587.852,612.562,620.386,613.745,621.741,644.205,637.77,652.815,621.036,645.687,633.518,640.966,669.887,645.718,655.903,655.252,662.839,655.426,669.587,655.425,660.02,671.164,666.125,670.933,666.164,671.031,606.365,661.687,659.679,542.918,536.115,539.548,542.168,532.55,532.885,550.471,584.807,623.904,579.425,613.953,589.865,651.611,639.208
574.216,607.256,536.611,638.027,572.978,661.477,561.272,568.966,647.995,660.766,538.294,552.242,566.376,549.89,596.204,533.886,537.949,549.179,541.632,536.648,541.128,551.414,539.995,559.251,564.008,558.249,583.062,551.905,599.178,567.105,582.114,561.548,574.82,570.464,553.645,575.416,600.734,579.027,583.618,648.166,617.158,609.645,650.589,638.933,645.547,618.851,650.87,616.188,652.41,617.258,659.588,660.665,662.416,654.971,661.325,671.339,670.75,666.3,661.895,659.945,593.189,664.216,657.43,536.154,559.848,542.679,544.386,539.501,546.024,562.469,588.716,567.169,644.152,607.352,612.439,607.449,609.561
571.419,646.286,535.618,620.011,598.916,658.166,586.222,617.401,630.691,633.027,539.214,535.098,551.461,550.005,566.975,537.716,540.517,542.601,542.034,551.623,556.681,566.212,548.207,548.3,611.238,569.531,571.075,585.213,566.588,557.478,573.088,579.721,606.2,597.159,590.625,603.187,612.29,555.184,601.588,593.219,638.216,610.159,615.238,631.922,647.737,648.915,660.584,652.497,651.061,649.216,669.095,666.867,655.755,661.225,662.154,664.65,660.383,663.54,662.834,667.904,596.835,660.561,657.985,539.548,539.871,536.549,551.904,534.371,537.143,568.562,579.325,559.324,606.288,641.852,562.894,651.62,580.724
558.406,593.732,531.402,633.646,563.78,664.436,583.26,598.47,632.296,657.845,535.955,539.415,547.083,540.168,576.831,535.917,533.25,555.761,538.639,533.423,576.081,548.757,547.189,556.759,555.301,556.841,593.004,569.651,561.557,606.191,610.702,597.612,584.125,624.256,561.049,586.373,635.316,601.303,633.574,622.444,611.826,612.053,610.804,657.735,622.368,647.989,653.205,645.757,636.156,627.756,656.704,663.307,658.75,656.03,674.412,664.013,671.065,672.692,669.046,664.14,603.936,663.333,657.778,539.296,534.417,532.135,550.848,531.804,541.589,562.21,581.885,582.952,610.555,628.88,599.128,650.996,600.305
558.713,603.213,532.924,641.148,587.141,661.705,548.8,562.658,645.483,662.597,538.092,536.96,562.746,545.521,559.647,542.788,556.824,534.981,534.145,548.546,543.076,547.006,559.233,576.337,547.121,583.971,559.793,590.709,592.035,576.069,555.127,542.236,563.467,584.146,581.833,624.696,583.48,585.792,606.891,639.443,608.79,628.239,612.974,644.386,624.81,629.331,651.591,661.414,650.475,657.394,642.491,653.344,657.942,667.245,664.292,665.423,664.41,662.188,661.759,667.586,590.796,665.551,654.714,546.316,532.292,542.631,547.813,531.945,554.277,573.858,586.903,622.114,599.138,619.333,599.69,588.94,596.793
581.569,597.074,536.124,647.749,560.751,655.103,571.114,604.089,619.039,652.255,536.244,539.549,529.534,544.459,623.703,537.857,549.889,534.036,542.201,548.167,539.228,550.496,546.656,568.222,562.211,564.799,557.06,576.234,565.488,598.651,585.509,568.236,556.57,596.95,584.341,581.826,603.949,590.684,614.721,620.37,632.077,605.721,628.852,646.259,637.257,644.194,664.138,653.243,658.589,635.922,656.826,658.228,662.141,653.545,668.093,662.643,672.749,662.121,670.462,665.443,645.406,656.609,659.148,540.293,530.988,558.457,533.148,531.101,534.521,578.372,554.584,591.373,629.667,611.049,581.423,655.408,624.659
552.317,590.362,534.07,637.502,561.826,650.659,560.895,593.661,632.858,663.684,541.263,533.953,537.927,555.208,565.8,534.142,535.318,540.433,534.569,560.017,537.807,542.684,551.172,550.205,552.034,566.36,545.577,565.687,569.05,594.879,585.826,599.886,592.437,596.847,602.772,585.392,597.911,600.365,578.498,644.157,626.932,653.141,649.689,643.631,618.221,652.01,657.906,662.615,640.564,631.008,635.412,647.484,656.366,659.945,667.357,668.347,666.688,666.637,672.803,668.694,625.552,656.296,663.299,532.04,539.842,546.025,545.283,534.101,538.186,554.44,578.723,605.905,623.082,641.816,592.148,635.032,604.486
555.635,645.24,540.697,620.681,563.466,655.104,602.361,618.034,634.245,654.529,527.51,544.293,548.791,542.229,597.805,526.187,540.986,540.764,543.952,548.53,542.822,565.621,598.339,557.581,558.627,543.165,545.626,572.286,593.97,561.776,568.448,592.833,604.483,583.572,628.572,590.938,609.176,620.604,641.517,624.769,606,624.793,621.965,632.15,637.993,636.047,654.681,640.879,650.868,628.128,629.077,653.252,673.389,670.987,659.17,663.959,659.455,668.163,672.597,670.706,577.517,664.459,654.679,535.931,530.596,540.314,545.006,540.761,531.634,572.463,598.947,569.274,610.364,614.076,594.399,651.174,608.332
565.556,633.288,541.733,612.666,549.752,667.9,579.949,592.556,641.503,659.031,537.186,527.229,537.51,539.734,590.218,537.199,536.805,537.4,545.995,543.786,553.099,562.447,536.083,547.666,535.473,593.168,559.946,593.365,602.72,570.213,562.374,561.299,566.681,587.409,588.391,626.852,566.361,572.083,624.511,628.18,647.363,612.46,647.274,646.579,641.289,635.118,658.385,646.334,647.499,646.734,664.054,659.243,654.892,659.818,653.067,674.443,661.449,667.697,651.691,662.439,584.774,663.141,640.213,536.818,533.183,540.417,538.059,530.495,532.743,559.454,590.62,603.301,570.028,633.611,624.491,642.871,611.272
573.211,589.664,521.99,637.431,578.685,652.232,573.764,597.403,619.31,651.352,521.068,527.67,538.379,571.867,611.686,518.155,535.454,538.987,521.909,528.813,567.244,542.058,557.498,556.891,537.612,564.331,553.908,553.85,565.383,554.321,558.197,591.496,599.415,574.985,576.011,609.923,578.588,606.927,622.668,632.681,618.499,621.502,610.362,657.073,654.615,647.592,650.817,616.456,649.604,630.72,653.392,651.087,654.562,656.816,665.705,663.417,663.219,666.954,671.189,661.009,575.44,671.978,658.608,543.428,536.406,551.322,535.938,519.351,528.147,545.865,590.033,565.777,617.116,624.366,568.377,647.417,604.27
557.769,601.28,533.055,610.27,575.924,654.499,567.176,617.593,642.892,643.55,526.896,529.401,565.466,547.485,592.152,517.933,543.292,540.994,541.616,527.158,560.877,591.853,557.178,559.924,552.206,570.633,558.131,587.287,591.006,590.938,563.702,585.293,553.094,637.217,609.75,596.977,580.506,592.446,607.156,645.31,645.197,652.764,629.496,632.268,620.031,615.97,659.975,631.137,638.121,658.04,658.738,653.337,658.833,658.174,658.486,671.239,655.926,657.907,672.688,663.662,589.767,658.947,661.411,522.238,530.596,563.916,542.527,537.417,540.453,576.631,563.713,591.843,603.413,651.996,603.072,641.1,606.927
549.862,629.236,513.855,573.987,559.844,660.703,586.259,604.795,632.113,644.586,527.61,528.217,526.611,538.983,562.617,523.826,523.029,561.53,543.48,559.16,563.355,566.486,553.553,547.454,591.514,565.887,548.239,575.448,578.357,564.191,586.736,577.571,591.909,611.182,586.07,609.208,582.718,580.623,610.454,651.849,600.765,639.432,643.236,641.449,639.737,626.17,656.295,654.979,664.987,628.113,664.127,659.762,650.222,658.284,660.004,672.832,666.587,675.182,671.067,667.41,609.739,665.845,660.148,516.064,535.112,528.349,544.294,528.501,535.837,561.224,597.351,563.85,607.302,657.097,581.826,608.159,612.279
554.166,574.101,517.16,607.616,580.243,661.707,552.786,607.111,632.597,651.494,524.116,515.437,524.218,548.7,574.813,523.298,552.45,547.396,519.38,547.649,540.422,543.987,541.44,548.952,561.028,554.165,598.347,548.084,557.428,604.885,567,580.877,567.158,570.558,597.833,558.879,578.324,599.832,633.334,630.212,614.82,625.083,615.397,638.612,623.853,646.017,631.602,628.23,655.444,649.348,652.442,656.366,656.828,654.516,658.861,668.159,656.64,661.915,663.433,668.077,595.398,655.997,663.579,518.497,544.447,521.891,540.052,520.689,540.82,596.876,594.655,583.625,575.505,640.145,582.632,660.588,622.918
557.401,579.302,532.1,636.164,551.414,665.468,570.045,585.055,649.839,658.394,540.887,537.754,565.839,531.717,563.666,526.534,516.471,518.659,548.498,551.409,548.576,549.675,548.544,552.216,559.776,554.401,580.309,555.916,592.648,569.159,591.02,564.584,607.295,554.552,612.722,623.535,618.117,581.384,580.101,621.66,653.848,619.103,647.006,652.761,630.579,654.465,636.548,639.561,628.718,656.088,654.338,617.822,667.905,655.552,665.785,669.118,671.534,665.342,668.398,672.47,597.161,669.434,657.222,516.098,560.52,537.666,533.648,517.727,549.919,562.971,584.89,600.804,619.279,631.5,608.153,641.81,589.64
570.252,599.956,529.535,589.709,567.172,651.658,580.747,582.147,622.665,663.682,520.744,529.374,533.945,549.169,609.687,512.757,520.768,532.659,556.265,543.069,553.472,536.113,570.008,545.207,542.091,566.664,561.446,580.819,562.904,564.972,596.111,574.906,600.979,586.06,582.134,584.016,573.947,597.76,630.602,646.216,614.256,643.975,609.305,632.506,641.484,633.27,652.677,646.516,626.166,649.718,650.505,662.74,650.082,668.342,663.391,662.739,658.064,669.783,663.44,666.045,606.421,657.684,666.716,513.131,512.824,537.467,557.496,526.628,531.078,556.014,590.906,607.071,592.219,637.761,603.26,622.434,625.569
567.06,614.115,536.707,627.203,562.567,657.403,588.025,622.499,630.881,653.297,523.605,535.559,533.481,571.703,583.12,522.81,521.336,558.088,548.431,516.269,551.483,540.526,550.773,542.725,564.355,596.098,601.749,591.245,564.722,538.397,596.202,587.259,576.624,560.869,565.103,569.337,612.655,577.745,586.712,601.412,632.54,618.742,644.234,640.705,607.662,651.021,636.729,634.707,605.934,647.155,658.242,658.707,663.492,658.931,657.317,671.369,670.094,664.242,672.142,667.887,586.41,663.21,663.672,512.689,509.087,541.769,534.895,535.97,525.662,559.198,606.448,579.745,616.045,632.053,574.089,626.824,589.124
551.378,627.975,523.522,647.007,570.866,670.644,554.151,586.243,627.169,635.546,529.969,518.735,540.457,540.573,563.64,520.379,531.666,540.506,546.944,521.016,539.999,543.224,572.817,548.785,548.337,577.941,596.223,558.54,557.977,555.098,597.111,591.256,580.765,567.621,628.944,576.947,616.174,577.692,588.062,631.19,647.024,623.84,642.294,634.495,655.997,619.322,654.605,656.101,648.602,648.958,614.778,657.471,661.943,662.369,666.554,667.833,660.437,660.706,669.18,670.367,641.32,668.986,652.525,541.734,553.755,542.948,537.78,512.201,539.263,576.976,572.73,577.628,634.012,618.776,585.658,626.808,582.03
601.84,624.326,525.236,646.693,570.451,669.174,577.345,585.302,636.085,653.716,532.261,534.51,540.802,544.301,606.291,527.201,514.165,517.148,518.29,517.883,545.461,568.639,559.867,566.923,551.988,556.85,581.565,578.173,623.984,599.492,569.879,563.757,583.82,595.897,594.694,578.243,605.146,580.36,619.792,618.548,639.042,645.367,632.551,636.404,645.699,634.814,653.425,652.679,645.864,649.321,646.105,660.684,672.55,658.317,661.015,659.507,658.553,664.203,675.605,667.732,585.423,673.375,654.183,532.359,543.152,516.386,544.375,529.768,536.084,561.342,618.379,553.001,604.67,653.819,566.016,642.863,602.461
557.894,651.688,529.525,627.575,553.428,658.448,604.942,624.966,636.34,650.258,524.617,533.699,546.401,564.379,570.756,524.348,537.299,521.285,514.409,557.146,559.662,544.985,559.057,539.207,551.148,557.673,568.607,583.74,582.078,594.982,567.173,597.465,590.403,557.944,592.678,603.29,582.939,627.044,578.848,635.118,584.46,644.58,642.034,644.008,610.83,653.328,655.561,648.276,662.512,650.483,654.47,652.527,662.77,659.431,653.225,670.054,676.581,670.293,672.876,676.942,599.977,669.544,653.458,529.172,545.174,547.924,534.299,529.96,515.588,562.931,565.79,562.672,609.53,633.44,580.059,647.151,582.457
549.411,598.454,525.04,634.062,551.055,658.052,581.626,604.017,640.215,654.004,517.391,514.856,520.73,535.657,560.741,516.453,549.267,538.141,555.629,540.005,563.372,546.62,602.757,566.997,514.189,565.923,563.05,566.943,576.45,582.44,571.992,549.59,556.835,584.463,547.57,626.203,608.537,633.19,620.93,636.537,621.195,645.877,619.113,630.833,586.583,620.037,654.445,647.793,641.551,641.271,654.169,659.054,661.723,659.981,673.263,664.054,672.377,666.845,653.376,665.858,630.382,674.311,661.788,514.327,545.508,541.04,552.484,541.593,519.123,572.042,580.062,597.967,636.892,643.149,591.159,641.246,614.12
553.071,624.296,517.354,650.708,545.845,654.997,582.177,603.635,624.2,654.768,540.709,525.204,537.529,541.213,555.766,519.72,531.587,550.414,547.998,511.422,571.927,547.815,550.952,548.327,545.308,561.594,584.66,585.093,599.697,559.921,567.068,581.23,579.091,586.988,587.143,601.501,574.897,595.005,639.609,621.719,636.709,602.504,636.369,638.469,655.285,607.838,661.104,651.917,633.696,638.515,648.55,623.687,654.83,664.778,658.416,663.106,668.135,668.68,667.155,669.494,574.983,650.036,658.571,544.176,526.995,516.549,560.679,525.287,542.964,539.754,594.114,589.155,586.782,635.761,584.405,624.167,587.836
